,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Khatra,99,IN,1562850793,60,22.98,86.85,91.19,9.53
377,Mweka,29,CD,1562850794,23,-4.85,21.56,99.47,2.24
378,Nueva Guinea,90,NI,1562850613,98,11.69,-84.46,73.55,4.9
379,Manokwari,73,ID,1562850797,88,-0.87,134.08,73.73,2.66
380,Saint-Joseph,0,FR,1562850798,69,43.56,6.97,89.01,11.41
381,Mount Isa,36,AU,1562850799,37,-20.73,139.49,53.6,2.24
382,Longyearbyen,75,NO,1562850801,87,78.22,15.63,44.6,16.11
383,Lagoa,0,PT,1562850802,35,37.14,-8.45,91.99,14.99
384,Barra,75,GM,1562850804,70,13.49,-16.54,84.2,14.99
385,Misratah,0,LY,1562850511,78,32.38,15.09,81.11,11.18
386,Kilindoni,32,TZ,1562850806,70,-7.91,39.67,77.15,19.44
387,Ugoofaaru,100,MV,1562850808,65,5.67,73.0,84.35,1.97
388,Kokoda,99,PG,1562850810,90,-8.88,147.74,56.45,1.81
389,Mogadishu,75,SO,1562850539,70,2.04,45.34,84.2,16.11
390,Flin Flon,90,CA,1562850812,93,54.77,-101.88,55.4,4.7
391,Hun,75,BE,1562850814,53,50.34,4.87,75.0,12.75
392,Lorengau,98,PG,1562850815,83,-2.02,147.27,76.97,1.1
393,Dondaicha,96,IN,1562850817,54,21.33,74.56,90.29,23.04
394,Abu Kamal,0,SY,1562850543,9,34.45,40.92,107.03,15.43
395,Richards Bay,0,ZA,1562850820,82,-28.77,32.06,71.03,19.42
396,Nyuksenitsa,96,RU,1562850821,68,60.41,44.24,52.49,6.73
397,Kita,90,JP,1562850823,93,35.76,139.74,69.01,8.05
398,Mabaruma,4,GY,1562850824,82,8.2,-59.78,79.31,1.48
399,Vaitape,31,PF,1562850826,70,-16.52,-151.75,77.51,7.9
400,South River,1,US,1562850589,50,40.45,-74.39,81.0,3.36
401,Wynyard,99,AU,1562850828,89,-40.99,145.73,46.99,7.0
402,Kiama,40,AU,1562850830,50,-34.67,150.86,59.0,19.46
403,Antalaha,89,MG,1562850831,82,-14.9,50.28,71.75,2.59
404,Nemuro,100,JP,1562850832,88,43.32,145.57,51.77,13.24
405,Prainha,8,BR,1562850665,85,-1.8,-53.48,77.69,2.89
406,Nizhnevartovsk,0,RU,1562850835,61,60.93,76.58,77.0,6.71
407,Beyneu,0,KZ,1562850837,20,45.32,55.19,96.41,1.3
408,Channel-Port aux Basques,0,CA,1562850838,87,47.57,-59.14,50.87,27.54
409,Keti Bandar,43,PK,1562850840,82,24.14,67.45,84.53,20.74
410,Japura,47,ID,1562850841,77,-0.42,102.29,79.31,1.9
411,Yeppoon,29,AU,1562850842,76,-23.13,150.74,57.2,0.54
412,Molokovo,86,RU,1562850844,51,58.16,36.77,53.75,5.39
413,Ilorin,100,NG,1562850845,65,8.5,4.55,82.73,3.31
414,Tabou,100,CI,1562850847,73,4.42,-7.36,77.87,4.88
415,Saint-Francois,0,FR,1562850848,24,46.42,3.91,80.6,3.36
416,Balkanabat,0,TM,1562850850,33,39.51,54.36,96.59,4.94
417,Lohja,75,FI,1562850849,76,60.25,24.07,59.0,5.82
418,Roquetas de Mar,0,ES,1562850852,22,36.76,-2.61,96.8,19.46
419,Kamphaeng Phet,86,TH,1562850854,54,16.47,99.53,90.0,8.03
420,Santa Maria,0,BR,1562850855,52,-16.02,-48.01,69.01,2.24
421,Krasnyy Chikoy,66,RU,1562850856,60,50.36,108.75,70.67,2.42
422,Champerico,75,MX,1562850858,94,16.38,-93.6,68.0,4.88
423,Kuusamo,75,FI,1562850764,50,65.96,29.19,51.8,11.41
424,Hofn,40,IS,1562850860,71,64.25,-15.21,57.2,5.82
425,Fairview,75,CA,1562850862,100,56.07,-118.38,53.01,2.24
426,Faya,40,SA,1562850863,50,18.39,42.45,82.4,11.41
427,Sitka,91,US,1562850865,80,37.17,-99.65,69.01,3.47
428,Laguna,40,BZ,1562850866,100,16.17,-88.94,75.2,1.48
429,Los Llanos de Aridane,20,ES,1562850868,65,28.66,-17.92,77.0,11.41
430,Noshiro,75,JP,1562850869,68,40.21,140.05,68.0,9.17
431,Utinga,75,BR,1562850870,55,-5.82,-35.4,89.6,13.87
432,Evensk,0,RU,1562850872,79,61.92,159.24,57.71,0.38
433,Dolores,100,UY,1562850873,90,-33.53,-58.22,55.99,1.99
434,Riyadh,0,SA,1562850708,6,24.63,46.72,109.4,17.22
435,Oeiras do Para,29,BR,1562850666,77,-2.0,-49.85,79.49,3.38
436,Hornepayne,100,CA,1562850878,88,49.22,-84.78,56.09,11.5
437,Liverpool,40,GB,1562850841,73,53.41,-2.98,73.99,13.87
438,Kurilsk,1,RU,1562850880,89,45.23,147.88,49.97,7.67
439,Adrar,0,DZ,1562850882,11,27.87,-0.29,113.0,12.75
440,Balaipungut,62,ID,1562850883,92,1.11,101.31,77.33,2.26
441,Luganville,75,VU,1562850884,94,-15.51,167.18,77.0,6.93
442,Tuatapere,31,NZ,1562850886,96,-46.13,167.69,44.01,4.0
443,Calabozo,17,VE,1562850887,95,8.92,-67.43,74.27,2.55
444,Waddan,0,LY,1562850889,9,29.16,16.14,105.59,8.79
445,Henties Bay,0,NA,1562850890,87,-22.12,14.28,57.0,5.99
446,Skibbereen,75,IE,1562850891,88,51.55,-9.27,66.2,6.93
447,Port Blair,100,IN,1562850608,80,11.67,92.75,83.63,13.65
448,Ahuimanu,40,US,1562850894,94,21.44,-157.84,78.8,3.36
449,Alekseyevsk,5,RU,1562850895,41,57.84,108.35,79.85,2.35
450,Ternate,40,PH,1562850897,83,14.29,120.72,84.99,6.93
451,Datong,83,CN,1562850898,37,40.09,113.3,75.17,3.27
452,Topolobampo,0,MX,1562850769,79,25.6,-109.05,79.0,6.49
453,Haapiti,75,PF,1562850901,69,-17.57,-149.87,75.2,11.25
454,Sandwick,75,GB,1562850902,93,54.57,-2.89,70.0,13.87
455,Rafai,74,CF,1562850904,89,4.95,23.92,77.87,3.69
456,Zheleznodorozhnyy,40,RU,1562850868,77,55.75,38.0,62.6,6.71
457,Ponta do Sol,0,BR,1562850906,57,-20.63,-46.0,60.41,1.7
458,Ulladulla,40,AU,1562850908,50,-35.36,150.48,59.0,19.46
459,Taltal,45,CL,1562850909,92,-25.41,-70.49,49.25,3.56
460,Boa Vista,90,BR,1562850774,88,2.82,-60.67,75.2,2.24
461,Luba,79,PH,1562850912,85,17.32,120.7,77.69,1.99
462,Southampton,40,GB,1562850915,49,50.9,-1.4,77.0,3.36
463,Tura,44,RU,1562850917,63,64.27,100.22,63.83,15.1
464,Broome,40,GB,1562850918,60,52.47,1.45,77.0,8.05
465,Constitucion,67,MX,1562850920,59,23.99,-104.67,66.0,1.99
466,Kangaba,9,ML,1562850921,52,11.94,-8.41,88.49,4.81
467,Pulaski,90,US,1562850922,94,37.05,-80.78,77.0,2.33
468,Coracora,0,PE,1562850924,59,-15.02,-73.78,43.13,0.81
469,Lucapa,0,AO,1562850925,14,-8.42,20.74,93.17,8.12
470,Puerto Escondido,20,MX,1562850927,83,15.86,-97.07,73.4,9.17
